,img_name,upper_fabric,lower_fabric,outer_fabric,upper_pattern,lower_pattern,outer_pattern,img_id,img_num,img_view,segm_name
9298,WOMEN-Blouses_Shirts-id_00004113-01_4_full.jpg,1,1,7,1,3,7,WOMEN-Blouses_Shirts-id_00004113,01,full,WOMEN-Blouses_Shirts-id_00004113-01_4_full_segm.png
14357,WOMEN-Cardigans-id_00006104-02_3_back.jpg,1,5,7,3,3,7,WOMEN-Cardigans-id_00006104,02,back,WOMEN-Cardigans-id_00006104-02_3_back_segm.png
24602,WOMEN-Leggings-id_00000988-01_1_front.jpg,1,0,2,1,3,3,WOMEN-Leggings-id_00000988,01,front,WOMEN-Leggings-id_00000988-01_1_front_segm.png
20836,WOMEN-Dresses-id_00007132-06_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00007132,06,full,WOMEN-Dresses-id_00007132-06_4_full_segm.png
898,MEN-Shirts_Polos-id_00001679-02_7_additional.jpg,1,1,7,1,3,7,MEN-Shirts_Polos-id_00001679,02,additional,MEN-Shirts_Polos-id_00001679-02_7_additional_segm.png
24913,WOMEN-Pants-id_00003608-10_1_front.jpg,1,1,7,3,3,7,WOMEN-Pants-id_00003608,10,front,WOMEN-Pants-id_00003608-10_1_front_segm.png
13241,WOMEN-Cardigans-id_00000425-06_7_additional.jpg,1,0,4,3,3,3,WOMEN-Cardigans-id_00000425,06,additional,WOMEN-Cardigans-id_00000425-06_7_additional_segm.png
20006,WOMEN-Dresses-id_00006201-04_7_additional.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00006201,04,additional,WOMEN-Dresses-id_00006201-04_7_additional_segm.png
14918,WOMEN-Dresses-id_00000224-06_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00000224,06,full,WOMEN-Dresses-id_00000224-06_4_full_segm.png
18672,WOMEN-Dresses-id_00004967-01_1_front.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00004967,01,front,WOMEN-Dresses-id_00004967-01_1_front_segm.png
26595,WOMEN-Rompers_Jumpsuits-id_00006921-02_3_back.jpg,1,1,7,1,1,7,WOMEN-Rompers_Jumpsuits-id_00006921,02,back,WOMEN-Rompers_Jumpsuits-id_00006921-02_3_back_segm.png
12496,WOMEN-Blouses_Shirts-id_00007336-01_4_full.jpg,1,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00007336,01,full,WOMEN-Blouses_Shirts-id_00007336-01_4_full_segm.png
8399,WOMEN-Blouses_Shirts-id_00003232-01_1_front.jpg,1,0,5,3,3,0,WOMEN-Blouses_Shirts-id_00003232,01,front,WOMEN-Blouses_Shirts-id_00003232-01_1_front_segm.png
15,MEN-Denim-id_00000089-45_7_additional.jpg,1,1,7,3,3,7,MEN-Denim-id_00000089,45,additional,MEN-Denim-id_00000089-45_7_additional_segm.png
24823,WOMEN-Pants-id_00002539-04_1_front.jpg,1,1,7,2,3,7,WOMEN-Pants-id_00002539,04,front,WOMEN-Pants-id_00002539-04_1_front_segm.png
19844,WOMEN-Dresses-id_00005993-01_1_front.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00005993,01,front,WOMEN-Dresses-id_00005993-01_1_front_segm.png
15750,WOMEN-Dresses-id_00001204-03_1_front.jpg,5,5,7,1,1,7,WOMEN-Dresses-id_00001204,03,front,WOMEN-Dresses-id_00001204-03_1_front_segm.png
39560,WOMEN-Tees_Tanks-id_00004903-02_4_full.jpg,1,1,7,1,3,7,WOMEN-Tees_Tanks-id_00004903,02,full,WOMEN-Tees_Tanks-id_00004903-02_4_full_segm.png
35331,WOMEN-Tees_Tanks-id_00002136-02_4_full.jpg,1,0,4,3,3,3,WOMEN-Tees_Tanks-id_00002136,02,full,WOMEN-Tees_Tanks-id_00002136-02_4_full_segm.png
41171,WOMEN-Tees_Tanks-id_00006043-48_7_additional.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00006043,48,additional,WOMEN-Tees_Tanks-id_00006043-48_7_additional_segm.png
28767,WOMEN-Skirts-id_00006004-06_1_front.jpg,1,1,1,3,3,4,WOMEN-Skirts-id_00006004,06,front,WOMEN-Skirts-id_00006004-06_1_front_segm.png
38439,WOMEN-Tees_Tanks-id_00004053-10_7_additional.jpg,1,0,7,3,6,7,WOMEN-Tees_Tanks-id_00004053,10,additional,WOMEN-Tees_Tanks-id_00004053-10_7_additional_segm.png
43483,WOMEN-Tees_Tanks-id_00007681-02_2_side.jpg,1,1,7,3,3,7,WOMEN-Tees_Tanks-id_00007681,02,side,WOMEN-Tees_Tanks-id_00007681-02_2_side_segm.png
35041,WOMEN-Tees_Tanks-id_00001863-05_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00001863,05,full,WOMEN-Tees_Tanks-id_00001863-05_4_full_segm.png
31997,WOMEN-Sweatshirts_Hoodies-id_00000342-04_4_full.jpg,1,0,7,3,3,7,WOMEN-Sweatshirts_Hoodies-id_00000342,04,full,WOMEN-Sweatshirts_Hoodies-id_00000342-04_4_full_segm.png
10890,WOMEN-Blouses_Shirts-id_00005642-02_7_additional.jpg,5,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00005642,02,additional,WOMEN-Blouses_Shirts-id_00005642-02_7_additional_segm.png
26557,WOMEN-Rompers_Jumpsuits-id_00006661-08_7_additional.jpg,1,1,7,3,3,7,WOMEN-Rompers_Jumpsuits-id_00006661,08,additional,WOMEN-Rompers_Jumpsuits-id_00006661-08_7_additional_segm.png
29797,WOMEN-Sweaters-id_00002256-04_7_additional.jpg,3,1,7,3,0,7,WOMEN-Sweaters-id_00002256,04,additional,WOMEN-Sweaters-id_00002256-04_7_additional_segm.png
24541,WOMEN-Jackets_Coats-id_00007881-05_7_additional.jpg,2,5,7,3,1,7,WOMEN-Jackets_Coats-id_00007881,05,additional,WOMEN-Jackets_Coats-id_00007881-05_7_additional_segm.png
5854,WOMEN-Blouses_Shirts-id_00000445-01_7_additional.jpg,5,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00000445,01,additional,WOMEN-Blouses_Shirts-id_00000445-01_7_additional_segm.png
1410,MEN-Shorts-id_00000847-05_1_front.jpg,1,1,7,3,3,7,MEN-Shorts-id_00000847,05,front,MEN-Shorts-id_00000847-05_1_front_segm.png
261,MEN-Jackets_Vests-id_00003336-08_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,08,additional,MEN-Jackets_Vests-id_00003336-08_7_additional_segm.png
15072,WOMEN-Dresses-id_00000388-07_2_side.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00000388,07,side,WOMEN-Dresses-id_00000388-07_2_side_segm.png
29303,WOMEN-Sweaters-id_00000888-06_7_additional.jpg,4,0,7,3,3,7,WOMEN-Sweaters-id_00000888,06,additional,WOMEN-Sweaters-id_00000888-06_7_additional_segm.png
35592,WOMEN-Tees_Tanks-id_00002201-13_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00002201,13,full,WOMEN-Tees_Tanks-id_00002201-13_4_full_segm.png
17907,WOMEN-Dresses-id_00003970-05_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00003970,05,full,WOMEN-Dresses-id_00003970-05_4_full_segm.png
15340,WOMEN-Dresses-id_00000700-02_7_additional.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00000700,02,additional,WOMEN-Dresses-id_00000700-02_7_additional_segm.png
20577,WOMEN-Dresses-id_00006868-02_4_full.jpg,6,6,7,3,3,7,WOMEN-Dresses-id_00006868,02,full,WOMEN-Dresses-id_00006868-02_4_full_segm.png
24738,WOMEN-Pants-id_00001423-02_1_front.jpg,1,1,7,3,0,7,WOMEN-Pants-id_00001423,02,front,WOMEN-Pants-id_00001423-02_1_front_segm.png
43222,WOMEN-Tees_Tanks-id_00007483-06_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00007483,06,full,WOMEN-Tees_Tanks-id_00007483-06_4_full_segm.png
19922,WOMEN-Dresses-id_00006098-04_1_front.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00006098,04,front,WOMEN-Dresses-id_00006098-04_1_front_segm.png
43124,WOMEN-Tees_Tanks-id_00007391-04_7_additional.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00007391,04,additional,WOMEN-Tees_Tanks-id_00007391-04_7_additional_segm.png
38353,WOMEN-Tees_Tanks-id_00004026-04_2_side.jpg,1,1,7,3,1,7,WOMEN-Tees_Tanks-id_00004026,04,side,WOMEN-Tees_Tanks-id_00004026-04_2_side_segm.png
16562,WOMEN-Dresses-id_00002405-03_7_additional.jpg,1,1,7,5,5,7,WOMEN-Dresses-id_00002405,03,additional,WOMEN-Dresses-id_00002405-03_7_additional_segm.png
9369,WOMEN-Blouses_Shirts-id_00004202-02_4_full.jpg,1,1,7,1,1,7,WOMEN-Blouses_Shirts-id_00004202,02,full,WOMEN-Blouses_Shirts-id_00004202-02_4_full_segm.png
2566,MEN-Sweatshirts_Hoodies-id_00005144-05_7_additional.jpg,1,0,7,3,3,7,MEN-Sweatshirts_Hoodies-id_00005144,05,additional,MEN-Sweatshirts_Hoodies-id_00005144-05_7_additional_segm.png
33293,WOMEN-Tees_Tanks-id_00000407-03_7_additional.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00000407,03,additional,WOMEN-Tees_Tanks-id_00000407-03_7_additional_segm.png
19568,WOMEN-Dresses-id_00005803-02_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00005803,02,full,WOMEN-Dresses-id_00005803-02_4_full_segm.png
14145,WOMEN-Cardigans-id_00004329-06_4_full.jpg,1,0,4,3,3,3,WOMEN-Cardigans-id_00004329,06,full,WOMEN-Cardigans-id_00004329-06_4_full_segm.png
24990,WOMEN-Pants-id_00004842-01_4_full.jpg,1,1,7,3,1,7,WOMEN-Pants-id_00004842,01,full,WOMEN-Pants-id_00004842-01_4_full_segm.png
16830,WOMEN-Dresses-id_00002727-04_4_full.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00002727,04,full,WOMEN-Dresses-id_00002727-04_4_full_segm.png
22485,WOMEN-Graphic_Tees-id_00005828-01_4_full.jpg,1,2,2,1,3,3,WOMEN-Graphic_Tees-id_00005828,01,full,WOMEN-Graphic_Tees-id_00005828-01_4_full_segm.png
10344,WOMEN-Blouses_Shirts-id_00005065-01_4_full.jpg,5,2,7,3,3,7,WOMEN-Blouses_Shirts-id_00005065,01,full,WOMEN-Blouses_Shirts-id_00005065-01_4_full_segm.png
39723,WOMEN-Tees_Tanks-id_00005017-52_1_front.jpg,1,1,7,3,3,7,WOMEN-Tees_Tanks-id_00005017,52,front,WOMEN-Tees_Tanks-id_00005017-52_1_front_segm.png
26714,WOMEN-Rompers_Jumpsuits-id_00007521-02_3_back.jpg,1,1,7,3,3,7,WOMEN-Rompers_Jumpsuits-id_00007521,02,back,WOMEN-Rompers_Jumpsuits-id_00007521-02_3_back_segm.png
11601,WOMEN-Blouses_Shirts-id_00006464-02_7_additional.jpg,5,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00006464,02,additional,WOMEN-Blouses_Shirts-id_00006464-02_7_additional_segm.png
25960,WOMEN-Rompers_Jumpsuits-id_00003394-02_7_additional.jpg,5,5,7,2,2,7,WOMEN-Rompers_Jumpsuits-id_00003394,02,additional,WOMEN-Rompers_Jumpsuits-id_00003394-02_7_additional_segm.png
17725,WOMEN-Dresses-id_00003740-05_1_front.jpg,1,1,7,3,1,7,WOMEN-Dresses-id_00003740,05,front,WOMEN-Dresses-id_00003740-05_1_front_segm.png
1600,MEN-Shorts-id_00007442-07_1_front.jpg,1,1,7,3,3,7,MEN-Shorts-id_00007442,07,front,MEN-Shorts-id_00007442-07_1_front_segm.png
25811,WOMEN-Rompers_Jumpsuits-id_00002621-01_2_side.jpg,1,1,7,1,1,7,WOMEN-Rompers_Jumpsuits-id_00002621,01,side,WOMEN-Rompers_Jumpsuits-id_00002621-01_2_side_segm.png
18608,WOMEN-Dresses-id_00004874-01_1_front.jpg,5,5,7,1,1,7,WOMEN-Dresses-id_00004874,01,front,WOMEN-Dresses-id_00004874-01_1_front_segm.png
1459,MEN-Shorts-id_00002413-01_7_additional.jpg,1,1,7,3,3,7,MEN-Shorts-id_00002413,01,additional,MEN-Shorts-id_00002413-01_7_additional_segm.png
27973,WOMEN-Shorts-id_00006746-04_4_full.jpg,1,1,7,3,0,7,WOMEN-Shorts-id_00006746,04,full,WOMEN-Shorts-id_00006746-04_4_full_segm.png
22808,WOMEN-Jackets_Coats-id_00000260-02_4_full.jpg,1,1,1,3,3,3,WOMEN-Jackets_Coats-id_00000260,02,full,WOMEN-Jackets_Coats-id_00000260-02_4_full_segm.png
1930,MEN-Sweaters-id_00002921-01_4_full.jpg,1,1,7,1,3,7,MEN-Sweaters-id_00002921,01,full,MEN-Sweaters-id_00002921-01_4_full_segm.png
40122,WOMEN-Tees_Tanks-id_00005244-01_4_full.jpg,1,1,4,3,0,3,WOMEN-Tees_Tanks-id_00005244,01,full,WOMEN-Tees_Tanks-id_00005244-01_4_full_segm.png
16258,WOMEN-Dresses-id_00002001-02_2_side.jpg,1,1,7,1,3,7,WOMEN-Dresses-id_00002001,02,side,WOMEN-Dresses-id_00002001-02_2_side_segm.png
38145,WOMEN-Tees_Tanks-id_00003888-02_3_back.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00003888,02,back,WOMEN-Tees_Tanks-id_00003888-02_3_back_segm.png
12527,WOMEN-Blouses_Shirts-id_00007356-02_7_additional.jpg,5,0,7,3,3,7,WOMEN-Blouses_Shirts-id_00007356,02,additional,WOMEN-Blouses_Shirts-id_00007356-02_7_additional_segm.png
1699,MEN-Sweaters-id_00000694-01_4_full.jpg,1,1,7,2,3,7,MEN-Sweaters-id_00000694,01,full,MEN-Sweaters-id_00000694-01_4_full_segm.png
17916,WOMEN-Dresses-id_00003970-07_7_additional.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00003970,07,additional,WOMEN-Dresses-id_00003970-07_7_additional_segm.png
18565,WOMEN-Dresses-id_00004813-03_7_additional.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00004813,03,additional,WOMEN-Dresses-id_00004813-03_7_additional_segm.png
42575,WOMEN-Tees_Tanks-id_00006943-14_1_front.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00006943,14,front,WOMEN-Tees_Tanks-id_00006943-14_1_front_segm.png
853,MEN-Shirts_Polos-id_00001055-03_4_full.jpg,1,1,7,1,3,7,MEN-Shirts_Polos-id_00001055,03,full,MEN-Shirts_Polos-id_00001055-03_4_full_segm.png
9333,WOMEN-Blouses_Shirts-id_00004164-06_4_full.jpg,5,0,7,3,3,7,WOMEN-Blouses_Shirts-id_00004164,06,full,WOMEN-Blouses_Shirts-id_00004164-06_4_full_segm.png
18610,WOMEN-Dresses-id_00004874-01_7_additional.jpg,5,5,7,1,1,7,WOMEN-Dresses-id_00004874,01,additional,WOMEN-Dresses-id_00004874-01_7_additional_segm.png
28952,WOMEN-Skirts-id_00007511-04_1_front.jpg,1,1,7,3,3,7,WOMEN-Skirts-id_00007511,04,front,WOMEN-Skirts-id_00007511-04_1_front_segm.png
42811,WOMEN-Tees_Tanks-id_00007106-01_7_additional.jpg,1,0,7,5,3,7,WOMEN-Tees_Tanks-id_00007106,01,additional,WOMEN-Tees_Tanks-id_00007106-01_7_additional_segm.png
13392,WOMEN-Cardigans-id_00001003-01_7_additional.jpg,1,0,4,1,3,3,WOMEN-Cardigans-id_00001003,01,additional,WOMEN-Cardigans-id_00001003-01_7_additional_segm.png
17461,WOMEN-Dresses-id_00003473-01_1_front.jpg,1,1,7,4,4,7,WOMEN-Dresses-id_00003473,01,front,WOMEN-Dresses-id_00003473-01_1_front_segm.png
32341,WOMEN-Sweatshirts_Hoodies-id_00003524-01_4_full.jpg,1,0,7,1,3,7,WOMEN-Sweatshirts_Hoodies-id_00003524,01,full,WOMEN-Sweatshirts_Hoodies-id_00003524-01_4_full_segm.png
33464,WOMEN-Tees_Tanks-id_00000573-07_7_additional.jpg,4,0,7,3,3,7,WOMEN-Tees_Tanks-id_00000573,07,additional,WOMEN-Tees_Tanks-id_00000573-07_7_additional_segm.png
19063,WOMEN-Dresses-id_00005404-02_2_side.jpg,5,5,7,1,1,7,WOMEN-Dresses-id_00005404,02,side,WOMEN-Dresses-id_00005404-02_2_side_segm.png
25036,WOMEN-Pants-id_00005646-01_7_additional.jpg,1,1,7,3,3,7,WOMEN-Pants-id_00005646,01,additional,WOMEN-Pants-id_00005646-01_7_additional_segm.png
23677,WOMEN-Jackets_Coats-id_00004614-02_2_side.jpg,7,0,1,7,3,3,WOMEN-Jackets_Coats-id_00004614,02,side,WOMEN-Jackets_Coats-id_00004614-02_2_side_segm.png
10176,WOMEN-Blouses_Shirts-id_00004929-01_4_full.jpg,1,0,7,2,3,7,WOMEN-Blouses_Shirts-id_00004929,01,full,WOMEN-Blouses_Shirts-id_00004929-01_4_full_segm.png
31789,WOMEN-Sweaters-id_00007453-02_4_full.jpg,1,1,7,3,3,7,WOMEN-Sweaters-id_00007453,02,full,WOMEN-Sweaters-id_00007453-02_4_full_segm.png
26754,WOMEN-Rompers_Jumpsuits-id_00007644-02_4_full.jpg,1,1,7,1,1,7,WOMEN-Rompers_Jumpsuits-id_00007644,02,full,WOMEN-Rompers_Jumpsuits-id_00007644-02_4_full_segm.png
10322,WOMEN-Blouses_Shirts-id_00005039-09_4_full.jpg,1,5,7,3,3,7,WOMEN-Blouses_Shirts-id_00005039,09,full,WOMEN-Blouses_Shirts-id_00005039-09_4_full_segm.png
4239,MEN-Tees_Tanks-id_00004170-05_4_full.jpg,1,1,7,1,3,7,MEN-Tees_Tanks-id_00004170,05,full,MEN-Tees_Tanks-id_00004170-05_4_full_segm.png
16923,WOMEN-Dresses-id_00002817-07_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00002817,07,full,WOMEN-Dresses-id_00002817-07_4_full_segm.png
16994,WOMEN-Dresses-id_00002889-01_7_additional.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00002889,01,additional,WOMEN-Dresses-id_00002889-01_7_additional_segm.png
22810,WOMEN-Jackets_Coats-id_00000261-02_1_front.jpg,1,1,1,3,4,3,WOMEN-Jackets_Coats-id_00000261,02,front,WOMEN-Jackets_Coats-id_00000261-02_1_front_segm.png
40695,WOMEN-Tees_Tanks-id_00005633-04_7_additional.jpg,1,0,7,1,3,7,WOMEN-Tees_Tanks-id_00005633,04,additional,WOMEN-Tees_Tanks-id_00005633-04_7_additional_segm.png
28871,WOMEN-Skirts-id_00006810-02_7_additional.jpg,1,0,7,3,5,7,WOMEN-Skirts-id_00006810,02,additional,WOMEN-Skirts-id_00006810-02_7_additional_segm.png
42761,WOMEN-Tees_Tanks-id_00007059-05_4_full.jpg,1,1,7,3,3,7,WOMEN-Tees_Tanks-id_00007059,05,full,WOMEN-Tees_Tanks-id_00007059-05_4_full_segm.png
19074,WOMEN-Dresses-id_00005410-01_4_full.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00005410,01,full,WOMEN-Dresses-id_00005410-01_4_full_segm.png
32324,WOMEN-Sweatshirts_Hoodies-id_00003318-06_4_full.jpg,1,0,7,2,3,7,WOMEN-Sweatshirts_Hoodies-id_00003318,06,full,WOMEN-Sweatshirts_Hoodies-id_00003318-06_4_full_segm.png
23,MEN-Denim-id_00000353-02_7_additional.jpg,1,0,0,3,4,3,MEN-Denim-id_00000353,02,additional,MEN-Denim-id_00000353-02_7_additional_segm.png
9222,WOMEN-Blouses_Shirts-id_00004039-01_4_full.jpg,5,0,7,6,3,7,WOMEN-Blouses_Shirts-id_00004039,01,full,WOMEN-Blouses_Shirts-id_00004039-01_4_full_segm.png
13787,WOMEN-Cardigans-id_00002324-01_4_full.jpg,1,1,4,1,1,1,WOMEN-Cardigans-id_00002324,01,full,WOMEN-Cardigans-id_00002324-01_4_full_segm.png
16221,WOMEN-Dresses-id_00001961-06_4_full.jpg,1,1,7,2,2,7,WOMEN-Dresses-id_00001961,06,full,WOMEN-Dresses-id_00001961-06_4_full_segm.png
19668,WOMEN-Dresses-id_00005884-10_2_side.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00005884,10,side,WOMEN-Dresses-id_00005884-10_2_side_segm.png
29626,WOMEN-Sweaters-id_00001813-07_4_full.jpg,1,2,1,3,3,5,WOMEN-Sweaters-id_00001813,07,full,WOMEN-Sweaters-id_00001813-07_4_full_segm.png
18623,WOMEN-Dresses-id_00004913-01_7_additional.jpg,1,1,7,6,3,7,WOMEN-Dresses-id_00004913,01,additional,WOMEN-Dresses-id_00004913-01_7_additional_segm.png
27694,WOMEN-Shorts-id_00005369-06_4_full.jpg,0,1,7,0,3,7,WOMEN-Shorts-id_00005369,06,full,WOMEN-Shorts-id_00005369-06_4_full_segm.png
14310,WOMEN-Cardigans-id_00005454-03_4_full.jpg,1,0,1,1,3,3,WOMEN-Cardigans-id_00005454,03,full,WOMEN-Cardigans-id_00005454-03_4_full_segm.png
22045,WOMEN-Graphic_Tees-id_00002695-01_1_front.jpg,1,0,7,1,3,7,WOMEN-Graphic_Tees-id_00002695,01,front,WOMEN-Graphic_Tees-id_00002695-01_1_front_segm.png
14556,WOMEN-Cardigans-id_00007411-02_1_front.jpg,1,1,4,3,3,2,WOMEN-Cardigans-id_00007411,02,front,WOMEN-Cardigans-id_00007411-02_1_front_segm.png
2103,MEN-Sweaters-id_00005021-02_4_full.jpg,1,1,7,3,3,7,MEN-Sweaters-id_00005021,02,full,MEN-Sweaters-id_00005021-02_4_full_segm.png
30189,WOMEN-Sweaters-id_00003400-01_1_front.jpg,1,0,1,3,3,3,WOMEN-Sweaters-id_00003400,01,front,WOMEN-Sweaters-id_00003400-01_1_front_segm.png
24667,WOMEN-Leggings-id_00005576-01_7_additional.jpg,1,0,7,6,3,7,WOMEN-Leggings-id_00005576,01,additional,WOMEN-Leggings-id_00005576-01_7_additional_segm.png
25012,WOMEN-Pants-id_00005314-01_1_front.jpg,1,1,7,3,3,7,WOMEN-Pants-id_00005314,01,front,WOMEN-Pants-id_00005314-01_1_front_segm.png
11322,WOMEN-Blouses_Shirts-id_00006146-01_1_front.jpg,0,0,7,3,3,7,WOMEN-Blouses_Shirts-id_00006146,01,front,WOMEN-Blouses_Shirts-id_00006146-01_1_front_segm.png
15889,WOMEN-Dresses-id_00001450-01_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00001450,01,full,WOMEN-Dresses-id_00001450-01_4_full_segm.png
20233,WOMEN-Dresses-id_00006491-05_1_front.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00006491,05,front,WOMEN-Dresses-id_00006491-05_1_front_segm.png
25138,WOMEN-Pants-id_00007282-04_4_full.jpg,1,1,7,2,3,7,WOMEN-Pants-id_00007282,04,full,WOMEN-Pants-id_00007282-04_4_full_segm.png
24728,WOMEN-Pants-id_00001293-01_1_front.jpg,1,1,1,3,5,3,WOMEN-Pants-id_00001293,01,front,WOMEN-Pants-id_00001293-01_1_front_segm.png
41018,WOMEN-Tees_Tanks-id_00005899-03_4_full.jpg,1,0,7,6,3,7,WOMEN-Tees_Tanks-id_00005899,03,full,WOMEN-Tees_Tanks-id_00005899-03_4_full_segm.png
32026,WOMEN-Sweatshirts_Hoodies-id_00000679-07_4_full.jpg,1,2,7,3,3,7,WOMEN-Sweatshirts_Hoodies-id_00000679,07,full,WOMEN-Sweatshirts_Hoodies-id_00000679-07_4_full_segm.png
16510,WOMEN-Dresses-id_00002348-06_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00002348,06,full,WOMEN-Dresses-id_00002348-06_4_full_segm.png
38031,WOMEN-Tees_Tanks-id_00003790-07_4_full.jpg,1,0,7,3,5,7,WOMEN-Tees_Tanks-id_00003790,07,full,WOMEN-Tees_Tanks-id_00003790-07_4_full_segm.png
14732,WOMEN-Denim-id_00006138-06_1_front.jpg,1,0,1,3,3,3,WOMEN-Denim-id_00006138,06,front,WOMEN-Denim-id_00006138-06_1_front_segm.png
17926,WOMEN-Dresses-id_00003976-01_7_additional.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00003976,01,additional,WOMEN-Dresses-id_00003976-01_7_additional_segm.png
43014,WOMEN-Tees_Tanks-id_00007290-04_4_full.jpg,1,0,7,2,3,7,WOMEN-Tees_Tanks-id_00007290,04,full,WOMEN-Tees_Tanks-id_00007290-04_4_full_segm.png
39861,WOMEN-Tees_Tanks-id_00005085-26_4_full.jpg,1,0,4,3,3,3,WOMEN-Tees_Tanks-id_00005085,26,full,WOMEN-Tees_Tanks-id_00005085-26_4_full_segm.png
15464,WOMEN-Dresses-id_00000815-03_3_back.jpg,5,5,7,1,1,7,WOMEN-Dresses-id_00000815,03,back,WOMEN-Dresses-id_00000815-03_3_back_segm.png
21348,WOMEN-Dresses-id_00007791-08_3_back.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00007791,08,back,WOMEN-Dresses-id_00007791-08_3_back_segm.png
24473,WOMEN-Jackets_Coats-id_00007623-01_7_additional.jpg,1,0,7,5,3,7,WOMEN-Jackets_Coats-id_00007623,01,additional,WOMEN-Jackets_Coats-id_00007623-01_7_additional_segm.png
15758,WOMEN-Dresses-id_00001251-02_4_full.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00001251,02,full,WOMEN-Dresses-id_00001251-02_4_full_segm.png
22836,WOMEN-Jackets_Coats-id_00000310-01_7_additional.jpg,1,1,7,3,3,7,WOMEN-Jackets_Coats-id_00000310,01,additional,WOMEN-Jackets_Coats-id_00000310-01_7_additional_segm.png
37181,WOMEN-Tees_Tanks-id_00003371-05_4_full.jpg,1,1,1,3,3,3,WOMEN-Tees_Tanks-id_00003371,05,full,WOMEN-Tees_Tanks-id_00003371-05_4_full_segm.png
18439,WOMEN-Dresses-id_00004651-04_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00004651,04,full,WOMEN-Dresses-id_00004651-04_4_full_segm.png
27661,WOMEN-Shorts-id_00005138-08_4_full.jpg,1,1,7,3,3,7,WOMEN-Shorts-id_00005138,08,full,WOMEN-Shorts-id_00005138-08_4_full_segm.png
17076,WOMEN-Dresses-id_00002970-01_4_full.jpg,1,2,7,1,3,7,WOMEN-Dresses-id_00002970,01,full,WOMEN-Dresses-id_00002970-01_4_full_segm.png
24658,WOMEN-Leggings-id_00004123-05_1_front.jpg,1,0,1,2,3,3,WOMEN-Leggings-id_00004123,05,front,WOMEN-Leggings-id_00004123-05_1_front_segm.png
28553,WOMEN-Skirts-id_00004373-02_4_full.jpg,1,1,1,3,0,3,WOMEN-Skirts-id_00004373,02,full,WOMEN-Skirts-id_00004373-02_4_full_segm.png
31684,WOMEN-Sweaters-id_00007235-13_1_front.jpg,4,1,7,3,3,7,WOMEN-Sweaters-id_00007235,13,front,WOMEN-Sweaters-id_00007235-13_1_front_segm.png
18353,WOMEN-Dresses-id_00004551-01_1_front.jpg,1,1,1,3,3,3,WOMEN-Dresses-id_00004551,01,front,WOMEN-Dresses-id_00004551-01_1_front_segm.png
24828,WOMEN-Pants-id_00002660-02_1_front.jpg,1,1,7,3,3,7,WOMEN-Pants-id_00002660,02,front,WOMEN-Pants-id_00002660-02_1_front_segm.png
17834,WOMEN-Dresses-id_00003895-03_4_full.jpg,1,1,7,0,0,7,WOMEN-Dresses-id_00003895,03,full,WOMEN-Dresses-id_00003895-03_4_full_segm.png
38766,WOMEN-Tees_Tanks-id_00004250-02_7_additional.jpg,1,0,1,5,3,3,WOMEN-Tees_Tanks-id_00004250,02,additional,WOMEN-Tees_Tanks-id_00004250-02_7_additional_segm.png
